Weapon Class,Weapon,1h R1 1,1h R1 2,1h R1 3,1h R1 4,1h R1 5,1h R1 6,1h R2 1,1h R2 2,1h Charged R2 1,1h Charged R2 2,1h Running R1,1h Running R2,1h Rolling R1,1h Backstep R1,1h Jumping R1,1h Jumping R2,1h Guard Counter,2h R1 1,2h R1 2,2h R1 3,2h R1 4,2h R1 5,2h R1 6,2h R2 1,2h R2 2,2h Charged R2 1,2h Charged R2 2,2h Running R1,2h Running R2,2h Rolling R1,2h Backstep R1,2h Jumping R1,2h Jumping R2,2h Guard Counter,Offhand R1 1,Offhand R1 2,Offhand R1 3,Offhand R1 4,Offhand R1 5,Offhand R1 6,BS Whiff,Backstab,Riposte,Backstab (Small PvE),Riposte (Small PvE),Riposte (Large PvE),Shieldpoke,1h Charged R2 1 Feint,1h Charged R2 2 Feint,2h Charged R2 1 Feint,2h Charged R2 2 Feint,Paired L1 1,Paired L1 2,Paired L1 3,Paired L1 4,Paired L1 5,Paired L1 6,Paired Running L1,Paired Rolling L1,Paired Backstep L1,Paired Jumping L1,,Mounted R1 1,Mounted R1 2,Mounted R1 3,Mounted R2,Mounted R2 Charging,Mounted Charged R2,Mounted L1 1,Mounted L1 2,Mounted L1 3,Mounted L2,Mounted L2 Charging,Mounted Charged L2
Hammer,Flowerstone Gavel,221,78,65,78,156,,442,442,1092,1092,221,442,221,221,331.5,654.16,1237.6,287.3,101.4,84.5,101.4,202.8,,486.2,486.2,1189.5,1189.5,287.3,486.2,287.3,287.3,331.5,707.2,1348.1,221,78,78,78,156,,221,0,0,0,0,0,,,,,,99.45 + 169.26,99.45 + 169.26,132.6 + 132.6,66.3 + 221 + 221,,,99.45 + 169.26,132.6 + 132.6,99.45 + 169.26,368.94 + 368.94,,87.75,87.75,175.5,175.5,43.875,526.5,87.75,87.75,175.5,175.5,43.875,526.5
Hammer,Marika's Hammer,221,78,65,78,156,,442,442,1092,1092,221,442,221,221,331.5,654.16,1237.6,287.3,101.4,84.5,101.4,202.8,,486.2,486.2,1189.5,1189.5,287.3,486.2,287.3,287.3,331.5,707.2,1348.1,221,78,78,78,156,,221,0,0,0,0,0,,,,,,99.45 + 169.26,99.45 + 169.26,132.6 + 132.6,66.3 + 221 + 221,,,99.45 + 169.26,132.6 + 132.6,99.45 + 169.26,368.94 + 368.94,,87.75,87.75,175.5,175.5,43.875,526.5,87.75,87.75,175.5,175.5,43.875,526.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flail,Flail,204,72,72,144,,,408,408,979.2,979.2,204,408,204,204,306,652.8,1224,265.2,93.6,93.6,187.2,,,448.8,448.8,1077.12,1077.12,265.2,448.8,265.2,265.2,306,718.08,1346.4,204,72,72,144,,,204,0,0,0,0,0,,,,,,61.2 + 208.32,61.2 + 208.32,122.4 + 122.4,153 + 104.16 + 260.4,,,61.2 + 208.32,122.4 + 122.4,61.2 + 208.32,371.52 + 371.52,,81,81,162,162,40.5,486,81,81,162,162,40.5,486
Flail,Nightrider Flail,204,72,72,144,,,408,408,979.2,979.2,204,408,204,204,306,652.8,1224,265.2,93.6,93.6,187.2,,,448.8,448.8,1077.12,1077.12,265.2,448.8,265.2,265.2,306,718.08,1346.4,204,72,72,144,,,204,0,0,0,0,0,,,,,,61.2 + 208.32,61.2 + 208.32,122.4 + 122.4,153 + 104.16 + 260.4,,,61.2 + 208.32,122.4 + 122.4,61.2 + 208.32,371.52 + 371.52,,81,81,162,162,40.5,486,81,81,162,162,40.5,486
Flail,Chainlink Flail,204,72,72,144,,,408,408,979.2,979.2,204,408,204,204,306,652.8,1224,265.2,93.6,93.6,187.2,,,448.8,448.8,1077.12,1077.12,265.2,448.8,265.2,265.2,306,718.08,1346.4,204,72,72,144,,,204,0,0,0,0,0,,,,,,61.2 + 208.32,61.2 + 208.32,122.4 + 122.4,153 + 104.16 + 260.4,,,61.2 + 208.32,122.4 + 122.4,61.2 + 208.32,371.52 + 371.52,,81,81,162,162,40.5,486,81,81,162,162,40.5,486
Flail,Family Heads,204,72,72,144,,,408,408,979.2,979.2,204,408,204,204,306,652.8,1224,265.2,93.6,93.6,187.2,,,448.8,448.8,1077.12,1077.12,265.2,448.8,265.2,265.2,306,718.08,1346.4,204,72,72,144,,,204,0,0,0,0,0,,,,,,61.2 + 208.32,61.2 + 208.32,122.4 + 122.4,153 + 104.16 + 260.4,,,61.2 + 208.32,122.4 + 122.4,61.2 + 208.32,371.52 + 371.52,,81,81,162,162,40.5,486,81,81,162,162,40.5,486
Flail,Serpent Flail,204,72,72,144,,,408,408,979.2,979.2,204,408,204,204,306,652.8,1224,265.2,93.6,93.6,187.2,,,448.8,448.8,1077.12,1077.12,265.2,448.8,265.2,265.2,306,718.08,1346.4,204,72,72,144,,,204,0,0,0,0,0,,,,,,61.2 + 208.32,61.2 + 208.32,122.4 + 122.4,153 + 104.16 + 260.4,,,61.2 + 208.32,122.4 + 122.4,61.2 + 208.32,371.52 + 371.52,,81,81,162,162,40.5,486,81,81,162,162,40.5,486
Flail,Bastard's Stars,204,72,72,144,,,408,408,979.2,979.2,204,408,204,204,306,652.8,1224,265.2,93.6,93.6,187.2,,,448.8,448.8,1077.12,1077.12,265.2,448.8,265.2,265.2,306,718.08,1346.4,204,72,72,144,,,204,0,0,0,0,0,,,,,,61.2 + 208.32,61.2 + 208.32,122.4 + 122.4,153 + 104.16 + 260.4,,,61.2 + 208.32,122.4 + 122.4,61.2 + 208.32,371.52 + 371.52,,81,81,162,162,40.5,486,81,81,162,162,40.5,486
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great Hammer,Large Club,259,129.5,129.5,140,,,420,420,940.8,940.8,259,280,259,259,259,621.6,840,336,168,168,182,,,462,462,1024.8,1024.8,336,308,336,336,336,739.2,854,259,129.5,129.5,140,,,140,0,0,0,0,0,,,,,,198.135 + 116.55,116.55 + 198.135,168 + 168,,,,155.4 + 155.4,116.55 + 198.135,155.4 + 155.4,369.6 + 369.6,,174.825,174.825,189,189,47.25,567,174.825,174.825,189,189,47.25,567
Great Hammer,Curved Great Club,259,129.5,129.5,140,,,420,420,940.8,940.8,259,280,259,259,259,621.6,840,336,168,168,182,,,462,462,1024.8,1024.8,336,308,336,336,336,739.2,854,259,129.5,129.5,140,,,140,0,0,0,0,0,,,,,,198.135 + 116.55,116.55 + 198.135,168 + 168,,,,155.4 + 155.4,116.55 + 198.135,155.4 + 155.4,369.6 + 369.6,,174.825,174.825,189,189,47.25,567,174.825,174.825,189,189,47.25,567
Great Hammer,Great Mace,259,129.5,129.5,140,,,420,420,940.8,940.8,259,280,259,259,259,621.6,840,336,168,168,182,,,462,462,1024.8,1024.8,336,308,336,336,336,739.2,854,259,129.5,129.5,140,,,140,0,0,0,0,0,,,,,,198.135 + 116.55,116.55 + 198.135,168 + 168,,,,155.4 + 155.4,116.55 + 198.135,155.4 + 155.4,369.6 + 369.6,,174.825,174.825,189,189,47.25,567,174.825,174.825,189,189,47.25,567
Great Hammer,Pickaxe,259,129.5,129.5,140,,,420,420,940.8,940.8,259,280,259,259,259,621.6,784,336,168,168,182,,,462,462,1024.8,1024.8,336,308,336,336,336,688.8,854,259,129.5,129.5,140,,,140,0,0,0,0,0,,,,,,116.55 + 198.135,116.55 + 198.135,168 + 168,,,,155.4 + 155.4,116.55 + 198.135,155.4 + 155.4,369.6 + 369.6,,174.825,174.825,189,189,47.25,567,174.825,174.825,189,189,47.25,567
Great Hammer,Brick Hammer,259,129.5,129.5,140,,,420,420,940.8,940.8,259,280,259,259,259,621.6,840,336,168,168,182,,,462,462,1024.8,1024.8,336,308,336,336,336,739.2,854,259,129.5,129.5,140,,,140,0,0,0,0,0,,,,,,198.135 + 116.55,116.55 + 198.135,168 + 168,,,,155.4 + 155.4,116.55 + 198.135,155.4 + 155.4,369.6 + 369.6,,174.825,174.825,189,189,47.25,567,174.825,174.825,189,189,47.25,567
Great Hammer,Battle Hammer,259,129.5,129.5,140,,,420,420,940.8,940.8,259,280,259,259,259,621.6,840,336,168,168,182,,,462,462,1024.8,1024.8,336,308,336,336,336,739.2,854,259,129.5,129.5,140,,,140,0,0,0,0,0,,,,,,198.135 + 116.55,116.55 + 198.135,168 + 168,,,,155.4 + 155.4,116.55 + 198.135,155.4 + 155.4,369.6 + 369.6,,174.825,174.825,189,189,47.25,567,174.825,174.825,189,189,47.25,567
Great Hammer,Rotten Battle Hammer,259,129.5,129.5,140,,,420,420,940.8,940.8,259,280,259,259,259,621.6,840,336,168,168,182,,,462,462,1024.8,1024.8,336,308,336,336,336,739.2,854,259,129.5,129.5,140,,,140,0,0,0,0,0,,,,,,198.135 + 116.55,116.55 + 198.135,168 + 168,,,,155.4 + 155.4,116.55 + 198.135,155.4 + 155.4,369.6 + 369.6,,174.825,174.825,189,189,47.25,567,174.825,174.825,189,189,47.25,567
Great Hammer,Celebrant's Skull,259,129.5,129.5,140,,,420,420,940.8,940.8,259,280,259,259,259,621.6,840,336,168,168,182,,,462,462,1024.8,1024.8,336,308,336,336,336,739.2,854,259,129.5,129.5,140,,,140,0,0,0,0,0,,,,,,198.135 + 116.55,116.55 + 198.135,168 + 168,,,,155.4 + 155.4,116.55 + 198.135,155.4 + 155.4,369.6 + 369.6,,174.825,174.825,189,189,47.25,567,174.825,174.825,189,189,47.25,567
Great Hammer,Great Stars,259,129.5,129.5,140,,,420,420,940.8,940.8,259,280,259,259,259,621.6,840,336,168,168,182,,,462,462,1024.8,1024.8,336,308,336,336,336,739.2,854,259,129.5,129.5,140,,,140,0,0,0,0,0,,,,,,198.135 + 116.55,116.55 + 198.135,168 + 168,,,,155.4 + 155.4,116.55 + 198.135,155.4 + 155.4,369.6 + 369.6,,174.825,174.825,189,189,47.25,567,174.825,174.825,189,189,47.25,567
Great Hammer,Black Steel Greathammer,259,129.5,129.5,140,,,420,420,940.8,940.8,259,280,259,259,259,621.6,700,336,168,168,182,,,462,462,1024.8,1024.8,336,308,336,336,336,739.2,714,259,129.5,129.5,140,,,140,0,0,0,0,0,,,,,,198.135 + 116.55,116.55 + 198.135,168 + 168,,,,155.4 + 155.4,116.55 + 198.135,155.4 + 155.4,369.6 + 369.6,,174.825,174.825,189,189,47.25,567,174.825,174.825,189,189,47.25,567
Great Hammer,Smithscript Greathammer,259,129.5,129.5,140,,,103.95 + (70.875 Thrown),,170.1 + 170.1 + (132.3 Thrown),,259,170.1 + (70.875 Thrown),259,259,259,621.6,840,336,168,168,182,,,170.1 + (75.6 Thrown),,189 + 189 + (151.2 Thrown),,336,132.3 + (75.6 Thrown),336,336,336,739.2,854,259,129.5,129.5,140,,,140,0,0,0,0,0,,,,,,198.135 + 116.55,116.55 + 198.135,168 + 168,,,,155.4 + 155.4,116.55 + 198.135,155.4 + 155.4,369.6 + 369.6,,174.825,174.825,189,189,47.25,567,174.825,174.825,189,189,47.25,567
Great Hammer,Greathorn Hammer,259,129.5,129.5,140,,,420,420,940.8,940.8,259,280,259,259,259,621.6,840,336,168,168,182,,,462,462,1024.8,1024.8,336,308,336,336,336,739.2,854,259,129.5,129.5,140,,,140,0,0,0,0,0,,,,,,198.135 + 116.55,116.55 + 198.135,168 + 168,,,,155.4 + 155.4,116.55 + 198.135,155.4 + 155.4,369.6 + 369.6,,174.825,174.825,189,189,47.25,567,174.825,174.825,189,189,47.25,567
Great Hammer,Envoy's Long Horn,259,129.5,129.5,140,,,420,420,940.8,940.8,259,280,259,259,259,621.6,840,336,168,168,182,,,462,462,1024.8,1024.8,336,308,336,336,336,739.2,854,259,129.5,129.5,140,,,140,0,0,0,0,0,,,,,,198.135 + 116.55,116.55 + 198.135,168 + 168,,,,155.4 + 155.4,116.55 + 198.135,155.4 + 155.4,369.6 + 369.6,,174.825,174.825,189,189,47.25,567,174.825,174.825,189,189,47.25,567
Great Hammer,Cranial Vessel Candlestand,259,129.5,129.5,140,,,420,420,940.8,940.8,259,280,259,259,259,621.6,840,336,168,168,182,,,462,462,1024.8,1024.8,336,308,336,336,336,739.2,854,259,129.5,129.5,140,,,140,0,0,0,0,0,,,,,,198.135 + 116.55,116.55 + 198.135,168 + 168,,,,155.4 + 155.4,116.55 + 198.135,155.4 + 155.4,369.6 + 369.6,,174.825,174.825,189,189,47.25,567,174.825,174.825,189,189,47.25,567
Great Hammer,Beastclaw Greathammer,259,129.5,129.5,140,,,420,525,940.8,940.8,259,280,259,259,259,621.6,840,336,168,168,182,,,462,462,1024.8,1024.8,336,308,336,336,336,739.2,854,259,129.5,129.5,140,,,140,0,0,0,0,0,,,,,,198.135 + 116.55,116.55 + 198.135,168 + 168,,,,155.4 + 155.4,116.55 + 198.135,155.4 + 155.4,369.6 + 369.6,,174.825,174.825,189,189,47.25,567,174.825,174.825,189,189,47.25,567
Great Hammer,Devourer's Scepter,259,129.5,129.5,140,,,420,420,940.8,940.8,259,280,259,259,259,621.6,840,336,168,168,182,,,462,462,1024.8,1024.8,336,308,336,336,336,739.2,854,259,129.5,129.5,140,,,140,0,0,0,0,0,,,,,,198.135 + 116.55,116.55 + 198.135,168 + 168,,,,155.4 + 155.4,116.55 + 198.135,155.4 + 155.4,369.6 + 369.6,,174.825,174.825,189,189,47.25,567,174.825,174.825,189,189,47.25,567
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colossal Weapon,Duelist Greataxe,504,352.8,352.8,,,,554.4,554.4,1134,1134,504,504,504,504,504,756,1260,655.2,458.64,458.64,,,,720.72,720.72,1134,1134,655.2,655.2,655.2,655.2,655.2,831.6,1386,504,352.8,352.8,,,,210,0,0,0,0,0,,,,,,453.6 + 151.2,302.4 + 302.4,302.4 + 302.4,,,,184.8 + 420,302.4 + 302.4,210 + 277.2,521.28 + 521.28,,194.4,194.4,194.4,194.4,40.5,486,194.4,194.4,194.4,194.4,40.5,486
Colossal Weapon,Rotten Greataxe,504,352.8,352.8,,,,554.4,554.4,1134,1134,504,504,504,504,504,756,1260,655.2,458.64,458.64,,,,720.72,720.72,1134,1134,655.2,655.2,655.2,655.2,655.2,831.6,1386,504,352.8,352.8,,,,210,0,0,0,0,0,,,,,,453.6 + 151.2,302.4 + 302.4,302.4 + 302.4,,,,184.8 + 420,302.4 + 302.4,210 + 277.2,521.28 + 521.28,,194.4,194.4,194.4,194.4,40.5,486,194.4,194.4,194.4,194.4,40.5,486
Colossal Weapon,Golem's Halberd,504,352.8,352.8,,,,462,462,1134,1134,504,504,504,504,504,756,1260,655.2,458.64,458.64,,,,531.3,531.3,1247.4,1247.4,655.2,655.2,655.2,655.2,655.2,831.6,1386,504,352.8,352.8,,,,210,0,0,0,0,0,,,,,,453.6 + 151.2,302.4 + 302.4,302.4 + 302.4,,,,184.8 + 420,302.4 + 302.4,210 + 277.2,521.28 + 521.28,,194.4,194.4,194.4,194.4,40.5,486,194.4,194.4,194.4,194.4,40.5,486
Colossal Weapon,Giant-Crusher,630,441,441,,,,577.5,577.5,1323,1323,630,630,630,630,630,874.125,1470,819,573.3,573.3,,,,635.25,635.25,1441.125,1441.125,819,819,819,819,819,968.625,1761.375,630,441,441,,,,262.5,0,0,0,0,0,,,,,,567 + 189,378 + 378,378 + 378,,,,231 + 525,378 + 378,262.5 + 346.5,597.3 + 597.3,,243,243,243,243,50.625,607.5,243,243,243,243,50.625,607.5
Colossal Weapon,Prelate's Inferno Crozier,630,441,441,,,,577.5,577.5,1323,1323,630,630,630,630,630,874.125,1470,819,573.3,573.3,,,,635.25,635.25,1441.125,1441.125,819,819,819,819,819,968.625,1761.375,630,441,441,,,,262.5,0,0,0,0,0,,,,,,567 + 189,378 + 378,378 + 378,,,,231 + 525,378 + 378,262.5 + 346.5,597.3 + 597.3,,243,243,243,243,50.625,607.5,243,243,243,243,50.625,607.5
Colossal Weapon,Great Club,630,441,441,,,,577.5,577.5,1323,1323,630,630,630,630,630,874.125,1470,819,573.3,573.3,,,,635.25,635.25,1441.125,1441.125,819,819,819,819,819,968.625,1761.375,630,441,441,,,,262.5,0,0,0,0,0,,,,,,567 + 189,378 + 378,378 + 378,,,,231 + 525,378 + 378,262.5 + 346.5,597.3 + 597.3,,243,243,243,243,50.625,607.5,243,243,243,243,50.625,607.5
Colossal Weapon,Troll's Hammer,630,441,441,,,,693,693,1417.5,1417.5,630,630,630,630,630,945,1575,819,573.3,573.3,,,,900.9,900.9,1417.5,1417.5,819,819,819,819,819,1039.5,1732.5,630,441,441,,,,262.5,0,0,0,0,0,,,,,,567 + 189,378 + 378,378 + 378,,,,231 + 525,378 + 378,262.5 + 346.5,651.6 + 651.6,,243,243,243,243,50.625,607.5,243,243,243,243,50.625,607.5
Colossal Weapon,Dragon Greatclaw,504,352.8,352.8,,,,554.4,554.4,1134,1134,504,504,504,504,504,756,1260,655.2,458.64,458.64,,,,720.72,720.72,1134,1134,655.2,655.2,655.2,655.2,655.2,831.6,1386,504,352.8,352.8,,,,210,0,0,0,0,0,,,,,,453.6 + 151.2,302.4 + 302.4,302.4 + 302.4,,,,184.8 + 420,302.4 + 302.4,210 + 277.2,521.28 + 521.28,,194.4,194.4,194.4,194.4,40.5,486,194.4,194.4,194.4,194.4,40.5,486
Colossal Weapon,Bloodfiend's Arm,630,441,441,,,,288.75,577.5,1086.75,1323,630,630,630,630,630,945,1575,819,573.3,573.3,,,,635.25,635.25,1441.125,1441.125,819,819,819,819,819,1039.5,1732.5,630,441,441,,,,262.5,0,0,0,0,0,,,,,,567 + 189,378 + 378,378 + 378,,,,231 + 525,378 + 378,262.5 + 346.5,651.6 + 651.6,,243,243,243,243,50.625,607.5,243,243,243,243,50.625,607.5
Colossal Weapon,Watchdog's Staff,630,441,441,,,,693,693,1323,1323,630,630,630,630,630,874.125,1470,819,573.3,573.3,,,,900.9,900.9,1417.5,1417.5,819,819,819,819,819,968.625,1761.375,630,441,441,,,,262.5,0,0,0,0,0,,,,,,567 + 189,378 + 378,378 + 378,,,,231 + 525,378 + 378,262.5 + 346.5,597.3 + 597.3,,243,243,243,243,50.625,607.5,243,243,243,243,50.625,607.5
Colossal Weapon,Staff of the Avatar,630,441,441,,,,693,693,1323,1323,630,630,630,630,630,874.125,1470,819,573.3,573.3,,,,900.9,900.9,1417.5,1417.5,819,819,819,819,819,968.625,1761.375,630,441,441,,,,262.5,0,0,0,0,0,,,,,,567 + 189,378 + 378,378 + 378,,,,231 + 525,378 + 378,262.5 + 346.5,597.3 + 597.3,,243,243,243,243,50.625,607.5,243,243,243,243,50.625,607.5
Colossal Weapon,Rotten Staff,630,441,441,,,,693,693,1323,1323,630,630,630,630,630,874.125,1470,819,573.3,573.3,,,,900.9,900.9,1417.5,1417.5,819,819,819,819,819,968.625,1761.375,630,441,441,,,,262.5,0,0,0,0,0,,,,,,567 + 189,378 + 378,378 + 378,,,,231 + 525,378 + 378,262.5 + 346.5,597.3 + 597.3,,243,243,243,243,50.625,607.5,243,243,243,243,50.625,607.5
Colossal Weapon,Envoy's Greathorn,630,441,441,,,,693,693,1323,1323,630,630,630,630,630,874.125,1470,819,573.3,573.3,,,,900.9,900.9,1417.5,1417.5,819,819,819,819,819,968.625,1761.375,630,441,441,,,,262.5,0,0,0,0,0,,,,,,567 + 189,378 + 378,378 + 378,,,,231 + 525,378 + 378,262.5 + 346.5,597.3 + 597.3,,243,243,243,243,50.625,607.5,243,243,243,243,50.625,607.5
Colossal Weapon,Ghiza's Wheel,504,352.8,352.8,,,,46.2 + 46.2 + 46.2 + 415.8,46.2 + 46.2 + 46.2 + 415.8,56.7 + 56.7 + 56.7 + 945,56.7 + 56.7 + 56.7 + 945,504,504,504,504,504,756,1260,655.2,458.64,458.64,,,,720.72,69.3 + 69.3 + 69.3 + 462,1134,75.6 + 75.6 + 75.6 + 1039.5,655.2,655.2,655.2,655.2,655.2,831.6,1386,504,352.8,352.8,,,,210,0,0,0,0,0,,,,,,453.6 + 151.2,302.4 + 302.4,302.4 + 302.4,,,,184.8 + 420,302.4 + 302.4,210 + 277.2,521.28 + 521.28,,194.4,194.4,194.4,194.4,40.5,486,194.4,194.4,194.4,194.4,40.5,486
Colossal Weapon,Fallingstar Beast Jaw,630,441,441,,,,693,693,1323,1323,630,630,630,630,630,874.125,1470,819,573.3,573.3,,,,900.9,900.9,1417.5,1417.5,819,819,819,819,819,968.625,1761.375,630,441,441,,,,262.5,0,0,0,0,0,,,,,,567 + 189,378 + 378,378 + 378,,,,231 + 525,378 + 378,262.5 + 346.5,597.3 + 597.3,,243,243,243,243,50.625,607.5,243,243,243,243,50.625,607.5
Colossal Weapon,Anvil Hammer,630,441,441,,,,693,693,1417.5,1417.5,630,630,630,630,630,945,1575,819,573.3,573.3,,,,900.9,900.9,1417.5,1417.5,819,819,819,819,819,1039.5,1732.5,630,441,441,,,,262.5,0,0,0,0,0,,,,,,567 + 189,378 + 378,378 + 378,,,,231 + 525,378 + 378,262.5 + 346.5,651.6 + 651.6,,243,243,243,243,50.625,607.5,243,243,243,243,50.625,607.5
Colossal Weapon,Devonia's Hammer,630,441,441,,,,693,693,1417.5,1417.5,630,630,630,630,630,945,1575,819,573.3,573.3,,,,900.9,900.9,1417.5,1417.5,819,819,819,819,819,1039.5,1732.5,630,441,441,,,,262.5,0,0,0,0,0,,,,,,567 + 189,378 + 378,378 + 378,,,,231 + 525,378 + 378,262.5 + 346.5,651.6 + 651.6,,243,243,243,243,50.625,607.5,243,243,243,243,50.625,607.5
Colossal Weapon,Axe of Godfrey,504,352.8,352.8,,,,554.4,554.4,1134,1134,504,504,504,504,504,756,1260,655.2,458.64,458.64,,,,720.72,720.72,1134,1134,655.2,655.2,655.2,655.2,655.2,831.6,1386,504,352.8,352.8,,,,210,0,0,0,0,0,,,,,,453.6 + 151.2,302.4 + 302.4,302.4 + 302.4,,,,184.8 + 420,302.4 + 302.4,210 + 277.2,521.28 + 521.28,,194.4,194.4,194.4,194.4,40.5,486,194.4,194.4,194.4,194.4,40.5,486
Colossal Weapon,Shadow Sunflower Blossom,630,441,441,,,,577.5,577.5,1323,1323,630,630,630,630,630,874.125,1470,819,573.3,573.3,,,,635.25,635.25,1441.125,1441.125,819,819,819,819,819,968.625,1761.375,630,441,441,,,,262.5,0,0,0,0,0,,,,,,567 + 189,378 + 378,378 + 378,,,,231 + 525,378 + 378,262.5 + 346.5,597.3 + 597.3,,243,243,243,243,50.625,607.5,243,243,243,243,50.625,607.5
Colossal Weapon,Gazing Finger,630,441,441,,,,693,693,1417.5,1417.5,630,630,630,630,630,945,1575,819,573.3,573.3,,,,900.9,900.9,1417.5,1417.5,819,819,819,819,819,1039.5,1732.5,630,441,441,,,,262.5,0,0,0,0,0,,,,,,567 + 189,378 + 378,378 + 378,,,,231 + 525,378 + 378,262.5 + 346.5,651.6 + 651.6,,243,243,243,243,50.625,607.5,243,243,243,243,50.625,607.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spear,Short Spear,105,62.5,62.5,125,,,52.5 + 157.5,52.5 + 157.5,65.75 + 723.25,65.75 + 65.75 + 657.5,105,210,105,105,157.5,526,630,136.5,81.25,81.25,162.5,,,52.5 + 178.5,52.5 + 178.5,65.75 + 736.4,65.75 + 65.75 + 736.4,136.5,231,136.5,136.5,204.75,578.6,693,105,62.5,62.5,125,,,57.5,0,0,0,0,0,105,,,,,69.3 + 69.3,69.3 + 69.3,138.6 + 138.6,,,,69.3 + 69.3,69.3 + 69.3,27.3 + 109.5 + 109.5,197.25 + 197.25,,57.5,57.5,115,115,28.75,345,57.5,57.5,115,115,28.75,345
Spear,Iron Spear,105,62.5,62.5,125,,,210,210,789,789,105,210,105,105,157.5,526,630,136.5,81.25,81.25,162.5,,,231,231,867.9,867.9,136.5,231,136.5,136.5,204.75,578.6,693,105,62.5,62.5,125,,,57.5,0,0,0,0,0,105,,,,,69.3 + 69.3,69.3 + 69.3,138.6 + 138.6,,,,69.3 + 69.3,69.3 + 69.3,27.3 + 109.5 + 109.5,197.25 + 197.25,,57.5,57.5,115,115,28.75,345,57.5,57.5,115,115,28.75,345
Spear,Spear,105,62.5,62.5,125,,,210,210,789,789,105,210,105,105,157.5,526,630,136.5,81.25,81.25,162.5,,,231,231,867.9,867.9,136.5,231,136.5,136.5,204.75,578.6,693,105,62.5,62.5,125,,,57.5,0,0,0,0,0,105,,,,,69.3 + 69.3,69.3 + 69.3,138.6 + 138.6,,,,69.3 + 69.3,69.3 + 69.3,27.3 + 109.5 + 109.5,197.25 + 197.25,,57.5,57.5,115,115,28.75,345,57.5,57.5,115,115,28.75,345
Spear,Partisan,105,62.5,62.5,125,,,210,263,789,789,105,210,105,105,157.5,526,630,136.5,81.25,81.25,162.5,,,231,231,867.9,867.9,136.5,231,136.5,136.5,204.75,578.6,693,105,62.5,62.5,125,,,57.5,0,0,0,0,0,105,,,,,69.3 + 69.3,69.3 + 69.3,138.6 + 138.6,,,,69.3 + 69.3,69.3 + 69.3,27.3 + 109.5 + 109.5,197.25 + 197.25,,57.5,57.5,115,115,28.75,345,57.5,57.5,115,115,28.75,345
Spear,Pike,105,62.5,62.5,125,,,210,210,789,789,105,210,105,105,157.5,526,630,136.5,81.25,81.25,162.5,,,231,231,867.9,867.9,136.5,231,136.5,136.5,204.75,578.6,693,105,62.5,62.5,125,,,57.5,0,0,0,0,0,105,,,,,69.3 + 69.3,69.3 + 69.3,138.6 + 138.6,,,,69.3 + 69.3,69.3 + 69.3,27.3 + 109.5 + 109.5,197.25 + 197.25,,57.5,57.5,115,115,28.75,345,57.5,57.5,115,115,28.75,345
Spear,Swift Spear,63 + 63,37.5 + 37.5 + 37.5,37.5 + 37.5,125,,,210,210,789,789,105,210,105,105,157.5,526,630,81.9 + 81.9,48.75 + 48.75 + 48.75,48.75 + 48.75,162.5,,,231,231,867.9,867.9,136.5,231,136.5,136.5,204.75,578.6,693,63 + 63,37.5 + 37.5 + 37.5,37.5 + 37.5,125,,,57.5,0,0,0,0,0,105,,,,,69.3 + 69.3,69.3 + 69.3,138.6 + 138.6,,,,69.3 + 69.3,69.3 + 69.3,27.3 + 109.5 + 109.5,197.25 + 197.25,,57.5,57.5,115,115,28.75,345,57.5,57.5,115,115,28.75,345
Spear,Spiked Spear,105,62.5,62.5,125,,,210,210,789,789,105,210,105,105,157.5,526,630,136.5,81.25,81.25,162.5,,,231,231,867.9,867.9,136.5,231,136.5,136.5,204.75,578.6,693,105,62.5,62.5,125,,,57.5,0,0,0,0,0,105,,,,,69.3 + 69.3,69.3 + 69.3,138.6 + 138.6,,,,69.3 + 69.3,69.3 + 69.3,27.3 + 109.5 + 109.5,197.25 + 197.25,,57.5,57.5,115,115,28.75,345,57.5,57.5,115,115,28.75,345
Spear,Cross-Naginata,105,62.5,62.5,125,,,210,210,789,789,105,210,105,105,157.5,526,630,136.5,81.25,81.25,162.5,,,231,231,867.9,867.9,136.5,231,136.5,136.5,204.75,578.6,693,105,62.5,62.5,125,,,57.5,0,0,0,0,0,105,,,,,69.3 + 69.3,69.3 + 69.3,138.6 + 138.6,,,,69.3 + 69.3,69.3 + 69.3,27.3 + 109.5 + 109.5,197.25 + 197.25,,57.5,57.5,115,115,28.75,345,57.5,57.5,115,115,28.75,345
